id,name,description,basePrice,priceVariance,volume,category,kind,type,tradeable,cargoHoldable,capitalShipMountable,nonRepurchase,tagsPipe,attrsJson,sellable
eq_nav_tac_processor_3,전술연산프로세서3,교전 판단·연사 스케줄 연산을 가속한다(추후 연동).,7680,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade3,"{""equipmentCategory"":""navigation"",""equipmentGrade"":3,""equipmentLineKey"":""eq_nav_tac_processor"",""equipmentRequiredLevel"":23,""cooldownReductionPct"":9.3,""effectPending"":true}",true
eq_nav_jump_calc_1,워프항법계산기1,장거리 항로 계산과 진입 안정성을 보조한다(추후 연동).,1800,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade1,"{""equipmentCategory"":""navigation"",""equipmentGrade"":1,""equipmentLineKey"":""eq_nav_jump_calc"",""equipmentRequiredLevel"":5,""routeEfficiencyPct"":6,""effectPending"":true}",true
eq_nav_jump_calc_2,워프항법계산기2,장거리 항로 계산과 진입 안정성을 보조한다(추후 연동).,4050,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade2,"{""equipmentCategory"":""navigation"",""equipmentGrade"":2,""equipmentLineKey"":""eq_nav_jump_calc"",""equipmentRequiredLevel"":14,""routeEfficiencyPct"":8.4,""effectPending"":true}",true
eq_nav_jump_calc_3,워프항법계산기3,장거리 항로 계산과 진입 안정성을 보조한다(추후 연동).,8640,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade3,"{""equipmentCategory"":""navigation"",""equipmentGrade"":3,""equipmentLineKey"":""eq_nav_jump_calc"",""equipmentRequiredLevel"":25,""routeEfficiencyPct"":11.1,""effectPending"":true}",true
eq_mining_drone_1,채굴드론1,궤도 채굴 효율을 높여준다(추후 기능 연동).,2400,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|mining|trade_port|grade1,"{""equipmentCategory"":""mining"",""equipmentGrade"":1,""equipmentLineKey"":""eq_mining_drone"",""equipmentRequiredLevel"":5,""miningYieldBonusPct"":8,""effectPending"":true,""miningCycleTimeBonusPct"":0}",true
eq_mining_drone_2,채굴드론2,궤도 채굴 효율을 높여준다(추후 기능 연동).,5400,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|mining|trade_port|grade2,"{""equipmentCategory"":""mining"",""equipmentGrade"":2,""equipmentLineKey"":""eq_mining_drone"",""equipmentRequiredLevel"":14,""miningYieldBonusPct"":11.2,""effectPending"":true}",true
eq_mining_drone_3,채굴드론3,궤도 채굴 효율을 높여준다(추후 기능 연동).,11520,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|mining|trade_port|grade3,"{""equipmentCategory"":""mining"",""equipmentGrade"":3,""equipmentLineKey"":""eq_mining_drone"",""equipmentRequiredLevel"":25,""miningYieldBonusPct"":14.8,""effectPending"":true}",true
tg_001,합성 단백질 블록,모든 생명체의 기본 에너지원인 표준 식량.,138,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":110,""baseSellPrice"":165,""baseProfit"":55}",true
tg_002,수경재배 비타민,장기 항해 시 발생하는 영양 결핍 방지제.,244,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":170,""baseSellPrice"":317,""baseProfit"":147}",true
tg_003,배양 액상 육류,고농축 단백질을 포함한 고급 식재료.,286,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":220,""baseSellPrice"":352,""baseProfit"":132}",true
tg_004,농축 영양 캡슐,부피를 최소화한 특수 부대용 전투 식량.,482,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F1"",""srcRegion"":""S"",""dstRegion"":""W"",""baseBuyPrice"":340,""baseSellPrice"":623,""baseProfit"":283}",true
tg_005,유기농 곡물,오염되지 않은 토양에서 자란 천연 곡물.,784,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F2"",""srcRegion"":""W"",""dstRegion"":""S"",""baseBuyPrice"":560,""baseSellPrice"":1008,""baseProfit"":448}",true
tg_006,대기 정화 이끼,이산화탄소를 산소로 변환하는 특수 배양 이끼.,124,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F1"",""srcRegion"":""N"",""dstRegion"":""W"",""baseBuyPrice"":90,""baseSellPrice"":158,""baseProfit"":68}",true
tg_007,담수 농축액,정밀 여과를 거친 순수 수자원 공급원.,102,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F1"",""srcRegion"":""N"",""dstRegion"":""W"",""baseBuyPrice"":60,""baseSellPrice"":144,""baseProfit"":84}",true
tg_008,하이브리드 종자,극한 환경에서도 발아가 가능한 개량 씨앗.,703,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F3"",""srcRegion"":""W"",""dstRegion"":""E"",""baseBuyPrice"":450,""baseSellPrice"":956,""baseProfit"":506}",true
tg_009,합성 발효 효소,화학 공정 및 식품 가공에 쓰이는 촉매제.,341,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":250,""baseSellPrice"":432,""baseProfit"":182}",true
tg_010,의료용 붕대,나노 섬유로 제작된 기초 지혈 및 보호용품.,186,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":120,""baseSellPrice"":251,""baseProfit"":131}",true
tg_011,해독 나노 시럽,유해 가스 및 오염 물질 중독 치료용 액상약.,949,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F4"",""srcRegion"":""W"",""dstRegion"":""N"",""baseBuyPrice"":670,""baseSellPrice"":1228,""baseProfit"":558}",true
tg_012,광합성 촉진제,테라포밍 초기 식물 성장을 돕는 화학물질.,1204,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F4"",""srcRegion"":""W"",""dstRegion"":""N"",""baseBuyPrice"":840,""baseSellPrice"":1568,""baseProfit"":728}",true
tg_013,바이오 비료,미생물이 풍부한 고농축 토양 영양제.,172,30,1,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":100,""baseSellPrice"":244,""baseProfit"":144}",true
tg_014,인공 혈액 팩,모든 종족에게 호환 가능한 합성 혈액.,1843,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F3"",""srcRegion"":""W"",""dstRegion"":""E"",""baseBuyPrice"":1340,""baseSellPrice"":2345,""baseProfit"":1005}",true
tg_015,세포 재생 연고,상처 부위의 세포 복구를 돕는 고성능 약품.,2408,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":1680,""baseSellPrice"":3136,""baseProfit"":1456}",true
tg_016,합성 빈티지 와인,지구의 고전 주류를 재현한 고급 합성주.,7525,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":4300,""baseSellPrice"":10750,""baseProfit"":6450}",true
tg_017,뇌파 자극 향수,신경계에 직접 작용하여 안정을 주는 향료.,6229,30,2,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":3580,""baseSellPrice"":8878,""baseProfit"":5298}",true
tg_018,나노 실크 원단,탄소 나노튜브가 함유된 고강도 의류 소재.,4515,30,2,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":2580,""baseSellPrice"":6450,""baseProfit"":3870}",true
tg_019,홀로그램 조각,빛의 간섭을 이용한 4차원 예술 장식품.,10582,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":7150,""baseSellPrice"":14014,""baseProfit"":6864}",true
tg_020,외계 식물 표본,외곽 행성에서 수집된 학술용 희귀 식물.,11572,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":6000,""baseSellPrice"":17143,""baseProfit"":11143}",true
tg_021,중력 제어 차,중력 변화에도 맛이 변하지 않는 고급 차.,2867,30,2,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F2"",""srcRegion"":""N"",""dstRegion"":""S"",""baseBuyPrice"":1720,""baseSellPrice"":4013,""baseProfit"":2293}",true
tg_022,가상 경험 메모리,타인의 경험을 시냅스에 투사하는 엔터테인먼트.,5513,30,2,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":3150,""baseSellPrice"":7875,""baseProfit"":4725}",true
tg_023,고순도 크리스털,산업용 레이저 및 장식용으로 쓰이는 원석.,10884,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F1"",""srcRegion"":""S"",""dstRegion"":""W"",""baseBuyPrice"":7150,""baseSellPrice"":14618,""baseProfit"":7468}",true
tg_024,액체 금속 공예,실시간으로 형태가 변하는 기술 집약적 예술품.,13975,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":8600,""baseSellPrice"":19350,""baseProfit"":10750}",true
tg_025,심해 진주 가루,수생 행성 깊은 곳에서 채취한 미용 가루.,8786,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":5000,""baseSellPrice"":12571,""baseProfit"":7571}",true
tg_026,멸종 위기 복제알,멸종된 생물종을 복원할 수 있는 배아 샘플.,28669,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F2"",""srcRegion"":""N"",""dstRegion"":""S"",""baseBuyPrice"":13900,""baseSellPrice"":43438,""baseProfit"":29538}",true
tg_027,고대 화석 레플,고고학적 가치가 있는 고대 생물의 복제품.,18665,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":10050,""baseSellPrice"":27279,""baseProfit"":17229}",true
tg_028,초전도 현악기,저항 없는 전도체를 이용한 맑은 음색의 악기.,12209,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F3,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":7900,""baseSellPrice"":16518,""baseProfit"":8618}",true
tg_029,인공 지능 펫,학습을 통해 성격이 형성되는 로봇 반려동물.,8175,30,3,luxury,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":5450,""baseSellPrice"":10900,""baseProfit"":5450}",true
tg_030,고농축 향신료,적은 양으로도 식량의 풍미를 바꾸는 조미료.,2404,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F3"",""srcRegion"":""W"",""dstRegion"":""E"",""baseBuyPrice"":1230,""baseSellPrice"":3578,""baseProfit"":2348}",true
tg_031,정제 탄소 판넬,가볍고 튼튼한 우주선 외벽 및 구조재.,920,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":640,""baseSellPrice"":1200,""baseProfit"":560}",true
tg_032,강화 폴리머 합금,산성 및 부식에 강한 다목적 산업 소재.,1465,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F4"",""srcRegion"":""W"",""dstRegion"":""N"",""baseBuyPrice"":950,""baseSellPrice"":1979,""baseProfit"":1029}",true
tg_033,초전도 와이어,에너지 손실 없이 전력을 전송하는 케이블.,2185,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F2"",""srcRegion"":""W"",""dstRegion"":""S"",""baseBuyPrice"":1430,""baseSellPrice"":2939,""baseProfit"":1509}",true
tg_034,고강도 세라믹,재진입 시 발생하는 고열을 견디는 타일.,1480,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F4"",""srcRegion"":""W"",""dstRegion"":""N"",""baseBuyPrice"":880,""baseSellPrice"":2080,""baseProfit"":1200}",true
tg_035,액체 질소 냉매,기계 장치의 과열을 방지하는 범용 냉각제.,520,30,1,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":320,""baseSellPrice"":720,""baseProfit"":400}",true
tg_036,나노 용접봉,분자 단위의 결합을 가능하게 하는 수리 도구.,424,30,1,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":240,""baseSellPrice"":608,""baseProfit"":368}",true
tg_037,정밀 유압 실린더,대형 로봇 및 기계 팔의 핵심 구동축.,3264,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":2070,""baseSellPrice"":4458,""baseProfit"":2388}",true
tg_038,내열 유리 섬유,극한의 온도차를 견디는 투명 단열 자재.,1144,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F3,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F4"",""srcRegion"":""W"",""dstRegion"":""N"",""baseBuyPrice"":720,""baseSellPrice"":1568,""baseProfit"":848}",true
tg_039,티타늄 보강재,선체 구조의 강성을 높이는 보조 프레임.,5487,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":3340,""baseSellPrice"":7634,""baseProfit"":4294}",true
tg_040,다이아몬드 코팅,절삭 공구의 마모를 방지하는 표면 처리제.,8484,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":5550,""baseSellPrice"":11417,""baseProfit"":5867}",true
tg_041,항공 알루미늄 판,대기권 내 비행체 제작에 필수적인 경량 판재.,2943,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":1750,""baseSellPrice"":4136,""baseProfit"":2386}",true
tg_042,방사능 차폐 벽돌,원자력 발전소 및 위험 지대용 차폐 자재.,2343,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F3"",""srcRegion"":""W"",""dstRegion"":""E"",""baseBuyPrice"":1350,""baseSellPrice"":3335,""baseProfit"":1985}",true
tg_043,산업용 탄소 튜브,미세 공정 기계의 내부 골격용 초소형 파이프.,6596,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":4450,""baseSellPrice"":8741,""baseProfit"":4291}",true
tg_044,고압 증기 밸브,대규모 발전 시설의 압력 제어용 부품.,3665,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":2390,""baseSellPrice"":4939,""baseProfit"":2549}",true
tg_045,부식 방지 도료,염분이나 산성이 강한 대기로부터 선체 보호.,1080,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F3,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F1"",""srcRegion"":""N"",""dstRegion"":""W"",""baseBuyPrice"":640,""baseSellPrice"":1520,""baseProfit"":880}",true
tg_046,양자 프로세서,초광속 연산을 수행하는 메인 컴퓨터 칩.,24600,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":16400,""baseSellPrice"":32800,""baseProfit"":16400}",true
tg_047,광자 회로 기판,빛을 이용해 정보를 전달하는 고효율 기판.,9567,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":6150,""baseSellPrice"":12983,""baseProfit"":6833}",true
tg_048,뉴럴 제어 모듈,조종사의 뇌파와 함선을 동기화하는 모듈.,19296,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":12000,""baseSellPrice"":26591,""baseProfit"":14591}",true
tg_049,고집적 메모리,방대한 데이터를 저장하는 하이테크 저장장치.,6828,30,2,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":4370,""baseSellPrice"":9286,""baseProfit"":4916}",true
tg_050,서보 모터 제어기,로봇 팔의 움직임을 0.1mm 단위로 제어한다.,4510,30,2,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":2870,""baseSellPrice"":6150,""baseProfit"":3280}",true
tg_051,전자기장 발생기,물리적 충격을 완화하는 에너지 쉴드 코어.,33168,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":21200,""baseSellPrice"":45135,""baseProfit"":23935}",true
tg_052,위성 통신 라우터,성계 전체를 커버하는 초광역 통신 중계기.,14492,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":8750,""baseSellPrice"":20234,""baseProfit"":11484}",true
tg_053,레이저 렌즈,정밀 가공 및 무기용 레이저 집속 부품.,15186,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":9850,""baseSellPrice"":20521,""baseProfit"":10671}",true
tg_054,생체 인식 스캐너,DNA 및 홍채 정보를 판독하는 보안 장비.,7990,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":4780,""baseSellPrice"":11199,""baseProfit"":6419}",true
tg_055,기상 관측 센서,대기 흐름과 이온 폭풍을 예측하는 감지기.,6087,30,2,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F3,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":3830,""baseSellPrice"":8344,""baseProfit"":4514}",true
tg_056,자동 항법 칩셋,최적의 점프 경로를 계산하는 자율 주행 장치.,22892,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":14350,""baseSellPrice"":31433,""baseProfit"":17083}",true
tg_057,광학 센서 어레이,수광 범위가 극대화된 탐사용 광학 장비.,20842,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F4"",""srcRegion"":""S"",""dstRegion"":""N"",""baseBuyPrice"":12300,""baseSellPrice"":29383,""baseProfit"":17083}",true
tg_058,무선 전력 송신기,에너지 케이블 없이 전력을 공급하는 빔 송신기.,28332,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":17750,""baseSellPrice"":38913,""baseProfit"":21163}",true
tg_059,나노 조립기,분자를 재배열하여 소형 부품을 제작하는 공구.,52591,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":34150,""baseSellPrice"":71032,""baseProfit"":36882}",true
tg_060,암호 연산 장치,양자 암호를 해독하거나 생성하는 보안 부품.,24628,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":15050,""baseSellPrice"":34205,""baseProfit"":19155}",true
tg_061,핵융합 셀,함선과 소규모 기지에 전력을 공급하는 전지.,6607,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":3980,""baseSellPrice"":9234,""baseProfit"":5254}",true
tg_062,반물질 용기,고위험 에너지원인 반물질을 격리 보관하는 통.,93015,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F2"",""srcRegion"":""N"",""dstRegion"":""S"",""baseBuyPrice"":55650,""baseSellPrice"":130380,""baseProfit"":74730}",true
tg_063,고농축 수소,화학 및 핵융합 보조 연료로 쓰이는 수소 팩.,2143,30,2,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F1"",""dstFactionCode"":""F3"",""srcRegion"":""W"",""dstRegion"":""E"",""baseBuyPrice"":1270,""baseSellPrice"":3016,""baseProfit"":1746}",true
tg_064,이온 추진제,원거리 항행용 이온 엔진의 고효율 연료.,11917,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":7150,""baseSellPrice"":16683,""baseProfit"":9533}",true
tg_065,정제 중수소,대형 핵융합로의 주원료가 되는 농축 연료.,8766,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":5100,""baseSellPrice"":12431,""baseProfit"":7331}",true
